"laterality","assessment","metric","position","age_group","athletes","age","date","value","mean_outlier_detect","sd_outlier_detect","Tmin","Tmax","is_outlier","sample_size_all_data","mean_value_all_data","sd_value_all_data","sample_size_age_data","mean_value_age_data","sd_value_age_data","sample_size_pos_data","mean_value_pos_data","sd_value_pos_data","sample_size_hand_data","mean_value_hand_data","sd_value_hand_data","zscore_all","zscore_age","zscore_hand","zscore_pos","percentile_all","percentile_age","percentile_hand","percentile_pos","last_value","value_change","pct_change","swc","was_significant","effect_size","effect_size_interpretation"
"R","Anthropometry","Body Fat %","Defender","21-24 year old","athlete 11",24.8,2018-08-04,16.33,16.33,NA,NA,NA,NA,31,10.1,3.34,29,10.37,3.25,21,10.08,3.2,29,9.95,3.35,1.87,1.83,1.91,1.95,96.9,96.65,97.17,97.45,14.9,1.43,9.6,30.65,"Not Sig",0.64,"Moderate"
"R","Anthropometry","Body Weight (lbs)","Defender","25-29 year old","athlete 18",25.4,2018-08-04,232.2,232.2,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,23,200.29,21.47,37,199.1,25.63,1.28,0.95,1.29,1.49,89.92,82.96,90.17,93.14,234.8,-2.6,-1.11,30.65,"Not Sig",0.16,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 11",24.8,2018-08-04,235,235,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,1.39,1.33,1.4,1.62,91.7,90.85,91.94,94.7,235.8,-0.8,-0.34,30.65,"Not Sig",0.07,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Goalkeeper","25-29 year old","athlete 36",25.2,2018-08-04,170,170,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,3,222.07,45.2,37,199.1,25.63,-1.14,-1.66,-1.14,-1.15,12.77,4.82,12.81,12.47,170.4,-0.4,-0.23,30.65,"Not Sig",0.02,"Trivial"
"L","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 30",24.2,2018-08-07,178,178,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,2,203.05,39.39,-0.83,-1.01,-0.64,-1.04,20.42,15.52,26.24,14.96,173.8,4.2,2.42,30.65,"Not Sig",0.18,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Center Field","21-24 year old","athlete 7",23.2,2018-08-07,215.2,215.2,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,5,216.62,23.9,37,199.1,25.63,0.62,0.52,0.63,-0.06,73.14,69.74,73.51,47.63,216,-0.8,-0.37,30.65,"Not Sig",0.19,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Defender","17-21 year old","athlete 38",20.9,2018-08-07,215,215,NA,NA,NA,NA,39,199.3,25.77,10,182.74,19.89,23,200.29,21.47,37,199.1,25.63,0.61,1.62,0.62,0.69,72.88,94.76,73.25,75.33,209,6,2.87,30.65,"Not Sig",0.26,"Small"
"R","Anthropometry","Body Weight (lbs)","Defender","25-29 year old","athlete 3",25,2018-08-07,231,231,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,23,200.29,21.47,37,199.1,25.63,1.23,0.9,1.24,1.43,89.07,81.65,89.34,92.37,231,0,0,30.65,"Not Sig",0.23,"Small"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 2",22.4,2018-08-07,211,211,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,0.45,0.34,0.46,0.5,67.51,63.46,67.88,69.1,210.8,0.2,0.09,30.65,"Not Sig",0.01,"Trivial"
"R","Max Strength (TrapBar Deadlift)","Estimated 1RM","Defender","21-24 year old","athlete 37",23,2018-08-08,245,245,NA,NA,NA,NA,31,416.03,75.98,25,423.76,77.76,21,409.62,67.97,29,415.52,75.54,-2.25,-2.3,-2.26,-2.42,1.22,1.08,1.2,0.77,NA,NA,NA,30.65,NA,NA,NA
"R","Max Strength (TrapBar Deadlift)","Relative Strength","Defender","21-24 year old","athlete 37",23,2018-08-08,1.32,1.32,NA,NA,NA,NA,31,1.83,0.22,25,1.82,0.23,21,1.78,0.21,29,1.84,0.23,-2.31,-2.16,-2.28,-2.18,1.04,1.52,1.12,1.48,NA,NA,NA,30.65,NA,NA,NA
"R","Nordic Hamstring Strength","Lateral Assymetry %","Center Field","21-24 year old","athlete 7",23.2,2018-08-08,0.47,0.47,NA,NA,NA,NA,36,3.83,13.44,32,2.13,10.37,5,9.7,16.93,34,4.05,13.8,-0.25,-0.16,-0.26,-0.55,40.14,43.65,39.77,29.29,8.19,-7.72,-94.26,30.65,"Not Sig",NA,NA
"R","Nordic Hamstring Strength","Lateral Assymetry %","Defender","17-21 year old","athlete 38",20.9,2018-08-08,5.46,5.46,NA,NA,NA,NA,36,3.83,13.44,6,14.13,19.59,22,0.86,8.65,34,4.05,13.8,0.12,-0.44,0.1,0.53,54.84,32.9,54.07,70.26,1.18,4.28,362.71,30.65,"Not Sig",0.89,"Moderate"
"R","Nordic Hamstring Strength","Lateral Assymetry %","Defender","21-24 year old","athlete 35",22,2018-08-08,-5.54,-5.54,NA,NA,NA,NA,36,3.83,13.44,32,2.13,10.37,22,0.86,8.65,34,4.05,13.8,-0.7,-0.74,-0.69,-0.74,24.29,22.98,24.36,22.95,-10.34,4.8,-46.42,30.65,"Not Sig",0.04,"Trivial"
"R","Nordic Hamstring Strength","Left Hamstring Strength","Center Field","21-24 year old","athlete 7",23.2,2018-08-08,423,423,NA,NA,NA,NA,36,369.27,93.59,32,385.46,85.34,5,450.28,157.68,34,366.88,94.82,0.57,0.44,0.59,-0.17,71.71,67,72.3,43.13,437,-14,-3.2,30.65,"Not Sig",0.2,"Small"
"R","Nordic Hamstring Strength","Left Hamstring Strength","Defender","21-24 year old","athlete 35",22,2018-08-08,451,451,NA,NA,NA,NA,36,369.27,93.59,32,385.46,85.34,22,352.14,64.96,34,366.88,94.82,0.87,0.77,0.89,1.52,80.88,77.87,81.25,93.6,474,-23,-4.85,30.65,"Not Sig",0.1,"Trivial"
"R","Nordic Hamstring Strength","Left Hamstring Strength","Defender","17-21 year old","athlete 38",20.9,2018-08-08,485,485,NA,NA,NA,NA,36,369.27,93.59,6,307.75,68.89,22,352.14,64.96,34,366.88,94.82,1.24,2.57,1.25,2.05,89.19,99.5,89.36,97.96,503,-18,-3.58,30.65,"Not Sig",0.05,"Trivial"
"R","Nordic Hamstring Strength","Right Hamstring Strength","Defender","17-21 year old","athlete 38",20.9,2018-08-08,513,513,NA,NA,NA,NA,36,382.72,81.16,6,366.04,69.88,22,352.22,57.34,34,381.11,82.07,1.61,2.1,1.61,2.8,94.58,98.23,94.6,99.75,509,4,0.79,30.65,"Not Sig",0.27,"Small"
"R","Nordic Hamstring Strength","Right Hamstring Strength","Defender","21-24 year old","athlete 35",22,2018-08-08,426,426,NA,NA,NA,NA,36,382.72,81.16,32,392.12,79.9,22,352.22,57.34,34,381.11,82.07,0.53,0.42,0.55,1.29,70.31,66.42,70.78,90.09,425,1,0.24,30.65,"Not Sig",0.04,"Trivial"
"R","Nordic Hamstring Strength","Right Hamstring Strength","Center Field","21-24 year old","athlete 7",23.2,2018-08-08,425,425,NA,NA,NA,NA,36,382.72,81.16,32,392.12,79.9,5,488.02,100.11,34,381.11,82.07,0.52,0.41,0.53,-0.63,69.88,65.96,70.36,26.45,476,-51,-10.71,30.65,"Not Sig",0.64,"Moderate"
"R","Max Running Speed","0-10y","Defender","21-24 year old","athlete 10",22.9,2018-08-09,1.64,1.64,NA,NA,NA,NA,35,1.66,0.1,31,1.67,0.1,22,1.67,0.1,33,1.65,0.1,-0.2,-0.38,-0.16,-0.33,42.04,35.36,43.53,37.06,1.61,0.02,1.52,30.65,"Not Sig",513.21,"XXL"
"R","Max Running Speed","0-10y","Defender","21-24 year old","athlete 12",23.4,2018-08-09,1.69,1.69,0.01,1.67,1.71,"no",35,1.66,0.1,31,1.67,0.1,22,1.67,0.1,33,1.65,0.1,0.33,0.17,0.36,0.2,62.83,56.95,64.21,58.1,NA,NA,NA,30.65,NA,NA,NA
"R","Max Running Speed","0-10y","Defender","25-29 year old","athlete 3",25,2018-08-09,1.55,1.55,0.02,1.5,1.61,"no",35,1.66,0.1,18,1.63,0.08,22,1.67,0.1,33,1.65,0.1,-1.04,-0.88,-1,-1.18,15.02,19.07,15.95,11.98,1.54,0.02,1.15,30.65,"Not Sig",NA,NA
"R","Max Running Speed","0-10y","Defender","21-24 year old","athlete 5",21.8,2018-08-09,1.66,1.66,0.02,1.61,1.72,"no",35,1.66,0.1,31,1.67,0.1,22,1.67,0.1,33,1.65,0.1,0.06,-0.1,0.1,-0.07,52.42,45.9,53.91,47.39,1.65,0.01,0.79,30.65,"Not Sig",0.05,"Trivial"
"R","Max Running Speed","0-10y","Defender","21-24 year old","athlete 15",22,2018-08-09,1.66,1.66,0.01,1.63,1.69,"no",35,1.66,0.1,31,1.67,0.1,22,1.67,0.1,33,1.65,0.1,0.03,-0.14,0.06,-0.1,51.02,44.45,52.51,45.97,1.76,-0.1,-5.74,30.65,"Not Sig",1.15,"Moderate"
"R","Max Running Speed","0-10y","Striker","21-24 year old","athlete 39",21.4,2018-08-09,1.55,1.55,0.03,1.44,1.65,"no",35,1.66,0.1,31,1.67,0.1,6,1.65,0.06,33,1.65,0.1,-1.12,-1.34,-1.08,-1.69,13.11,9.09,13.97,4.56,1.69,-0.15,-8.63,30.65,"Not Sig",0.45,"Small"
"R","Max Running Speed","0-10y","Center Field","21-24 year old","athlete 7",23.2,2018-08-09,1.49,1.49,0.02,1.44,1.55,"no",35,1.66,0.1,31,1.67,0.1,4,1.53,0.09,33,1.65,0.1,-1.65,-1.89,-1.61,-0.45,4.96,2.97,5.38,32.77,1.55,-0.06,-3.84,30.65,"Not Sig",0.87,"Moderate"
"R","Max Running Speed","0-30y","Defender","21-24 year old","athlete 10",22.9,2018-08-09,3.85,3.85,0.01,3.82,3.88,"no",35,3.89,0.2,31,3.91,0.19,22,3.91,0.13,33,3.89,0.2,-0.21,-0.32,-0.2,-0.5,41.57,37.37,42.18,31.02,3.78,0.07,1.8,30.65,"Not Sig",0.65,"Moderate"
"R","Max Running Speed","0-30y","Defender","21-24 year old","athlete 12",23.4,2018-08-09,3.98,3.98,0.01,3.94,4.03,"no",35,3.89,0.2,31,3.91,0.19,22,3.91,0.13,33,3.89,0.2,0.44,0.37,0.44,0.52,67.11,64.42,67.03,69.89,NA,NA,NA,30.65,NA,NA,NA
"R","Max Running Speed","0-30y","Defender","25-29 year old","athlete 3",25,2018-08-09,3.74,3.74,0.04,3.62,3.87,"no",35,3.89,0.2,18,3.91,0.19,22,3.91,0.13,33,3.89,0.2,-0.77,-0.88,-0.74,-1.35,22.17,18.97,23.09,8.79,3.72,0.02,0.66,30.65,"Not Sig",NA,NA
"R","Max Running Speed","0-30y","Striker","21-24 year old","athlete 39",21.4,2018-08-09,3.68,3.68,0.05,3.53,3.83,"no",35,3.89,0.2,31,3.91,0.19,6,3.83,0.16,33,3.89,0.2,-1.07,-1.23,-1.03,-0.95,14.2,10.98,15.1,17.15,3.72,-0.03,-0.93,30.65,"Not Sig",0.3,"Small"
"R","Max Running Speed","0-30y","Defender","21-24 year old","athlete 5",21.8,2018-08-09,4.02,4.02,0.06,3.84,4.19,"no",35,3.89,0.2,31,3.91,0.19,22,3.91,0.13,33,3.89,0.2,0.62,0.55,0.61,0.79,73.16,71.02,72.93,78.59,3.96,0.06,1.5,30.65,"Not Sig",0.48,"Small"
"R","Max Running Speed","0-30y","Center Field","21-24 year old","athlete 7",23.2,2018-08-09,3.56,3.56,0.02,3.51,3.61,"no",35,3.89,0.2,31,3.91,0.19,4,3.61,0.18,33,3.89,0.2,-1.69,-1.88,-1.63,-0.29,4.57,3.02,5.13,38.64,3.58,-0.02,-0.45,30.65,"Not Sig",0.38,"Small"
"R","Max Running Speed","0-30y","Defender","21-24 year old","athlete 15",22,2018-08-09,3.93,3.93,0.03,3.84,4.01,"no",35,3.89,0.2,31,3.91,0.19,22,3.91,0.13,33,3.89,0.2,0.17,0.08,0.17,0.1,56.73,53.24,56.93,53.88,3.98,-0.06,-1.46,30.65,"Not Sig",0.21,"Small"
"R","Max Running Speed","10-30y","Defender","25-29 year old","athlete 3",25,2018-08-09,2.19,2.19,0.02,2.11,2.26,"no",35,2.24,0.13,18,2.19,0.11,22,2.25,0.08,33,2.24,0.14,-0.36,-0.04,-0.37,-0.69,35.76,48.27,35.66,24.66,2.18,0.01,0.32,30.65,"Not Sig",0.49,"Small"
"R","Max Running Speed","10-30y","Defender","21-24 year old","athlete 12",23.4,2018-08-09,2.29,2.29,0.01,2.27,2.31,"no",35,2.24,0.13,31,2.24,0.13,22,2.25,0.08,33,2.24,0.14,0.41,0.4,0.39,0.55,65.98,65.39,65.09,70.84,NA,NA,NA,30.65,NA,NA,NA
"R","Max Running Speed","10-30y","Defender","21-24 year old","athlete 15",22,2018-08-09,2.27,2.27,0.02,2.22,2.32,"no",35,2.24,0.13,31,2.24,0.13,22,2.25,0.08,33,2.24,0.14,0.23,0.21,0.21,0.26,59.15,58.49,58.41,60.34,2.22,0.04,1.93,30.65,"Not Sig",NA,NA
"R","Max Running Speed","10-30y","Center Field","21-24 year old","athlete 7",23.2,2018-08-09,2.07,2.07,0.02,2.01,2.12,"no",35,2.24,0.13,31,2.24,0.13,4,2.08,0.09,33,2.24,0.14,-1.27,-1.3,-1.25,-0.14,10.13,9.68,10.53,44.56,2.02,0.04,2.16,30.65,"Not Sig",0.01,"Trivial"
"R","Max Running Speed","10-30y","Striker","21-24 year old","athlete 39",21.4,2018-08-09,2.14,2.14,0.02,2.09,2.18,"no",35,2.24,0.13,31,2.24,0.13,6,2.18,0.12,33,2.24,0.14,-0.75,-0.78,-0.75,-0.37,22.57,21.9,22.81,35.55,2.02,0.11,5.51,30.65,"Not Sig",0.51,"Small"
"R","Max Running Speed","10-30y","Defender","21-24 year old","athlete 10",22.9,2018-08-09,2.21,2.21,0.01,2.18,2.24,"no",35,2.24,0.13,31,2.24,0.13,22,2.25,0.08,33,2.24,0.14,-0.17,-0.19,-0.17,-0.37,43.37,42.62,43.05,35.54,2.17,0.04,2,30.65,"Not Sig",0.51,"Small"
"R","Max Running Speed","10-30y","Defender","21-24 year old","athlete 5",21.8,2018-08-09,2.35,2.35,0.04,2.23,2.47,"no",35,2.24,0.13,31,2.24,0.13,22,2.25,0.08,33,2.24,0.14,0.87,0.86,0.83,1.28,80.79,80.43,79.78,89.92,2.31,0.05,2.02,30.65,"Not Sig",0.02,"Trivial"
"R","Nordic Hamstring Strength","Lateral Assymetry %","Striker","21-24 year old","athlete 23",22.8,2018-08-09,6.84,6.84,NA,NA,NA,NA,36,3.83,13.44,32,2.13,10.37,6,13.63,20.44,34,4.05,13.8,0.22,0.45,0.2,-0.33,58.88,67.53,58.01,36.99,9.42,-2.58,-27.39,30.65,"Not Sig",0.2,"Trivial"
"R","Nordic Hamstring Strength","Lateral Assymetry %","Defender","21-24 year old","athlete 28",22.9,2018-08-09,8.38,8.38,NA,NA,NA,NA,36,3.83,13.44,32,2.13,10.37,22,0.86,8.65,34,4.05,13.8,0.34,0.6,0.31,0.87,63.27,72.68,62.31,80.78,1.12,7.26,648.21,30.65,"Not Sig",0.73,"Moderate"
"R","Nordic Hamstring Strength","Left Hamstring Strength","Defender","21-24 year old","athlete 28",22.9,2018-08-09,361,361,NA,NA,NA,NA,36,369.27,93.59,32,385.46,85.34,22,352.14,64.96,34,366.88,94.82,-0.09,-0.29,-0.06,0.14,46.48,38.72,47.53,55.43,352,9,2.56,30.65,"Not Sig",0.02,"Trivial"
"R","Nordic Hamstring Strength","Left Hamstring Strength","Striker","21-24 year old","athlete 23",22.8,2018-08-09,477,477,NA,NA,NA,NA,36,369.27,93.59,32,385.46,85.34,6,311.47,58.87,34,366.88,94.82,1.15,1.07,1.16,2.81,87.52,85.83,87.73,99.75,481,-4,-0.83,30.65,"Not Sig",0.14,"Trivial"
"R","Nordic Hamstring Strength","Right Hamstring Strength","Striker","21-24 year old","athlete 23",22.8,2018-08-09,512,512,NA,NA,NA,NA,36,382.72,81.16,32,392.12,79.9,6,370.79,71.79,34,381.11,82.07,1.59,1.5,1.59,1.97,94.44,93.32,94.46,97.54,531,-19,-3.58,30.65,"Not Sig",0.18,"Trivial"
"R","Nordic Hamstring Strength","Right Hamstring Strength","Defender","21-24 year old","athlete 28",22.9,2018-08-09,394,394,NA,NA,NA,NA,36,382.72,81.16,32,392.12,79.9,22,352.22,57.34,34,381.11,82.07,0.14,0.02,0.16,0.73,55.53,50.94,56.24,76.69,356,38,10.67,30.65,"Sig",0.7,"Moderate"
"R","30-15 IFT","Final Speed","Defender","21-24 year old","athlete 15",22,2018-08-10,18.5,18.5,NA,NA,NA,NA,33,18.17,1.3,27,18.39,1.31,22,18.2,1.25,31,18.11,1.33,0.26,0.08,0.29,0.24,60.1,53.38,61.47,59.34,18.5,0,0,30.65,"Not Sig",29.16,"XXL"
"R","30-15 IFT","Final Speed","Defender","21-24 year old","athlete 10",22.9,2018-08-10,18,18,NA,NA,NA,NA,33,18.17,1.3,27,18.39,1.31,22,18.2,1.25,31,18.11,1.33,-0.13,-0.3,-0.09,-0.16,44.91,38.33,46.61,43.5,18.5,-0.5,-2.7,30.65,"Not Sig",0.38,"Small"
"R","30-15 IFT","Final Speed","Defender","21-24 year old","athlete 5",21.8,2018-08-10,20,20,NA,NA,NA,NA,33,18.17,1.3,27,18.39,1.31,22,18.2,1.25,31,18.11,1.33,1.41,1.23,1.42,1.44,92.03,89.05,92.24,92.45,20.5,-0.5,-2.44,30.65,"Not Sig",0,"No Change"
"R","30-15 IFT","Final Speed","Defender","21-24 year old","athlete 12",23.4,2018-08-10,17.5,17.5,NA,NA,NA,NA,33,18.17,1.3,27,18.39,1.31,22,18.2,1.25,31,18.11,1.33,-0.51,-0.68,-0.46,-0.56,30.45,24.88,32.21,28.66,NA,NA,NA,30.65,NA,NA,NA
"R","30-15 IFT","VO2max","Defender","21-24 year old","athlete 10",22.9,2018-08-10,51.1,51.1,NA,NA,NA,NA,33,51.51,3.15,27,51.85,3.17,22,51.68,3.04,31,51.38,3.21,-0.13,-0.24,-0.09,-0.19,44.83,40.66,46.47,42.4,52.2,-1.1,-2.11,30.65,"Not Sig",NA,NA
"R","30-15 IFT","VO2max","Defender","21-24 year old","athlete 5",21.8,2018-08-10,55.4,55.4,NA,NA,NA,NA,33,51.51,3.15,27,51.85,3.17,22,51.68,3.04,31,51.38,3.21,1.24,1.12,1.25,1.22,89.2,86.9,89.48,88.95,56.5,-1.1,-1.95,30.65,"Not Sig",0,"No Change"
"R","30-15 IFT","VO2max","Defender","21-24 year old","athlete 12",23.4,2018-08-10,50,50,NA,NA,NA,NA,33,51.51,3.15,27,51.85,3.17,22,51.68,3.04,31,51.38,3.21,-0.48,-0.58,-0.43,-0.55,31.57,27.97,33.3,28.99,NA,NA,NA,30.65,NA,NA,NA
"R","30-15 IFT","VO2max","Defender","21-24 year old","athlete 15",22,2018-08-10,52,52,NA,NA,NA,NA,33,51.51,3.15,27,51.85,3.17,22,51.68,3.04,31,51.38,3.21,0.16,0.05,0.19,0.1,56.2,51.91,57.62,54.17,51.9,0.1,0.19,30.65,"Not Sig",NA,NA
"R","Nordic Hamstring Strength","Lateral Assymetry %","Defender","21-24 year old","athlete 2",22.4,2018-08-10,11.27,11.27,NA,NA,NA,NA,36,3.83,13.44,32,2.13,10.37,22,0.86,8.65,34,4.05,13.8,0.55,0.88,0.52,1.2,71.02,81.1,69.95,88.57,-0.74,12.01,-1622.97,30.65,"Not Sig",0.89,"Moderate"
"R","Nordic Hamstring Strength","Left Hamstring Strength","Defender","21-24 year old","athlete 2",22.4,2018-08-10,441,441,NA,NA,NA,NA,36,369.27,93.59,32,385.46,85.34,22,352.14,64.96,34,366.88,94.82,0.77,0.65,0.78,1.37,77.83,74.24,78.28,91.43,539,-98,-18.18,30.65,"Not Sig",1.18,"Moderate"
"R","Nordic Hamstring Strength","Right Hamstring Strength","Defender","21-24 year old","athlete 2",22.4,2018-08-10,497,497,NA,NA,NA,NA,36,382.72,81.16,32,392.12,79.9,22,352.22,57.34,34,381.11,82.07,1.41,1.31,1.41,2.52,92.04,90.53,92.1,99.42,535,-38,-7.1,30.65,"Not Sig",0.74,"Moderate"
"L","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 30",24.3,2018-08-12,176.2,176.2,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,2,203.05,39.39,-0.9,-1.09,-0.68,-1.12,18.5,13.82,24.77,13.09,178,-1.8,-1.01,30.65,"Not Sig",1.4,"Large"
"L","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 26",22.7,2018-08-12,226,226,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,2,203.05,39.39,1.04,0.96,0.58,1.2,84.99,83.18,72,88.44,222,4,1.8,30.65,"Not Sig",0.23,"Small"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 9",23.2,2018-08-12,221,221,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,0.84,0.76,0.85,0.96,80.01,77.5,80.36,83.26,222,-1,-0.45,30.65,"Not Sig",0.19,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Defender","25-29 year old","athlete 3",25,2018-08-12,231,231,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,23,200.29,21.47,37,199.1,25.63,1.23,0.9,1.24,1.43,89.07,81.65,89.34,92.37,231,0,0,30.65,"Not Sig",0.04,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 2",22.4,2018-08-12,211.8,211.8,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,0.49,0.38,0.5,0.54,68.62,64.69,68.99,70.4,211,0.8,0.38,30.65,"Not Sig",0.03,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Center Field","21-24 year old","athlete 7",23.2,2018-08-12,215,215,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,5,216.62,23.9,37,199.1,25.63,0.61,0.51,0.62,-0.07,72.88,69.45,73.25,47.3,215.2,-0.2,-0.09,30.65,"Not Sig",0.04,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Center Field","21-24 year old","athlete 6",22.7,2018-08-12,208,208,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,5,216.62,23.9,37,199.1,25.63,0.34,0.22,0.35,-0.36,63.22,58.72,63.58,35.92,207,1,0.48,30.65,"Not Sig",0.05,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 1",21.3,2018-08-12,195.4,195.4,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,-0.15,-0.3,-0.14,-0.23,43.98,38.28,44.26,40.99,195.2,0.2,0.1,30.65,"Not Sig",0.03,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Defender","17-21 year old","athlete 38",20.9,2018-08-12,211,211,NA,NA,NA,NA,39,199.3,25.77,10,182.74,19.89,23,200.29,21.47,37,199.1,25.63,0.45,1.42,0.46,0.5,67.51,92.23,67.88,69.1,215,-4,-1.86,30.65,"Not Sig",0.16,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Goalkeeper","21-24 year old","athlete 31",22.9,2018-08-12,264,264,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,3,222.07,45.2,37,199.1,25.63,2.51,2.53,2.53,0.93,99.4,99.42,99.43,82.32,263,1,0.38,30.65,"Not Sig",0.19,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Goalkeeper","21-24 year old","athlete 27",22.5,2018-08-12,220,220,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,3,222.07,45.2,37,199.1,25.63,0.8,0.71,0.82,-0.05,78.91,76.25,79.26,48.18,220,0,0,30.65,"Not Sig",0.04,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Striker","17-21 year old","athlete 32",20.7,2018-08-12,205.2,205.2,NA,NA,NA,NA,39,199.3,25.77,10,182.74,19.89,8,177.1,15.54,37,199.1,25.63,0.23,1.13,0.24,1.81,59.05,87.06,59.41,96.47,203.6,1.6,0.79,30.65,"Not Sig",0.06,"Trivial"
"R","Nordic Hamstring Strength","Lateral Assymetry %","Goalkeeper","21-24 year old","athlete 27",22.5,2018-08-12,-3.72,-3.72,NA,NA,NA,NA,36,3.83,13.44,32,2.13,10.37,3,-3.84,14.06,34,4.05,13.8,-0.56,-0.56,-0.56,0.01,28.72,28.64,28.68,50.33,6.91,-10.63,-153.84,30.65,"Not Sig",0.91,"Moderate"
"R","Nordic Hamstring Strength","Left Hamstring Strength","Goalkeeper","21-24 year old","athlete 27",22.5,2018-08-12,538,538,NA,NA,NA,NA,36,369.27,93.59,32,385.46,85.34,3,475.44,63.41,34,366.88,94.82,1.8,1.79,1.8,0.99,96.43,96.31,96.44,83.81,512,26,5.08,30.65,"Not Sig",0.39,"Small"
"R","Nordic Hamstring Strength","Right Hamstring Strength","Goalkeeper","21-24 year old","athlete 27",22.5,2018-08-12,518,518,NA,NA,NA,NA,36,382.72,81.16,32,392.12,79.9,3,454.8,40.57,34,381.11,82.07,1.67,1.58,1.67,1.56,95.22,94.24,95.23,94.04,550,-32,-5.82,30.65,"Not Sig",0.71,"Moderate"
"R","Nordic Hamstring Strength","Lateral Assymetry %","Striker","17-21 year old","athlete 25",18.2,2018-08-13,-3.48,-3.48,NA,NA,NA,NA,36,3.83,13.44,6,14.13,19.59,6,13.63,20.44,34,4.05,13.8,-0.54,-0.9,-0.55,-0.84,29.33,18.43,29.27,20.13,8,-11.48,-143.5,30.65,"Not Sig",1.53,"Large"
"R","Nordic Hamstring Strength","Left Hamstring Strength","Striker","17-21 year old","athlete 25",18.2,2018-08-13,374,374,NA,NA,NA,NA,36,369.27,93.59,6,307.75,68.89,6,311.47,58.87,34,366.88,94.82,0.05,0.96,0.08,1.06,52.02,83.19,52.99,85.59,322,52,16.15,30.65,"Sig",0.68,"Moderate"
"R","Nordic Hamstring Strength","Right Hamstring Strength","Striker","17-21 year old","athlete 25",18.2,2018-08-13,361,361,NA,NA,NA,NA,36,382.72,81.16,6,366.04,69.88,6,370.79,71.79,34,381.11,82.07,-0.27,-0.07,-0.25,-0.14,39.45,47.12,40.32,44.58,350,11,3.14,30.65,"Not Sig",0.51,"Small"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 28",22.9,2018-08-14,167.2,167.2,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,-1.25,-1.46,-1.24,-1.54,10.64,7.23,10.66,6.16,167.2,0,0,30.65,"Not Sig",0.43,"Small"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 35",22,2018-08-14,201.4,201.4,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,0.08,-0.05,0.09,0.05,53.24,47.96,53.58,52.06,200,1.4,0.7,30.65,"Not Sig",0.05,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 17",22.3,2018-08-14,197.8,197.8,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,-0.06,-0.2,-0.05,-0.12,47.67,42.1,47.98,45.38,198.8,-1,-0.5,30.65,"Not Sig",0.09,"Trivial"
