"laterality","assessment","metric","position","age_group","athletes","age","date","value","mean_outlier_detect","sd_outlier_detect","Tmin","Tmax","is_outlier","sample_size_all_data","mean_value_all_data","sd_value_all_data","sample_size_age_data","mean_value_age_data","sd_value_age_data","sample_size_pos_data","mean_value_pos_data","sd_value_pos_data","sample_size_hand_data","mean_value_hand_data","sd_value_hand_data","zscore_all","zscore_age","zscore_hand","zscore_pos","percentile_all","percentile_age","percentile_hand","percentile_pos","last_value","value_change","pct_change","swc","was_significant","effect_size","effect_size_interpretation"
"R","Anthropometry","Body Fat %","Defender","17-21 year old","athlete 38",19,2016-08-24,6.76,6.76,NA,NA,NA,NA,31,10.1,3.34,8,8.27,2.7,21,10.08,3.2,29,9.95,3.35,-1,-0.56,-0.95,-1.04,15.89,28.78,17.02,14.99,6.24,0.52,8.33,30.65,"Not Sig",0.65,"Moderate"
"R","Anthropometry","Body Weight (lbs)","Defender","17-21 year old","athlete 38",19,2016-08-24,203.6,203.6,NA,NA,NA,NA,39,199.3,25.77,10,182.74,19.89,23,200.29,21.47,37,199.1,25.63,0.17,1.05,0.18,0.15,56.62,85.28,56.97,56.12,198,5.6,2.83,30.65,"Not Sig",0.2,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Defender","17-21 year old","athlete 20",20.5,2016-08-24,169.2,169.2,NA,NA,NA,NA,39,199.3,25.77,10,182.74,19.89,23,200.29,21.47,37,199.1,25.63,-1.17,-0.68,-1.17,-1.45,12.13,24.81,12.17,7.38,171.2,-2,-1.17,30.65,"Not Sig",0.29,"Small"
"R","Anthropometry","Body Weight (lbs)","Goalkeeper","21-24 year old","athlete 36",23.3,2016-08-24,163.8,163.8,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,3,222.07,45.2,37,199.1,25.63,-1.38,-1.6,-1.38,-1.29,8.41,5.49,8.42,9.87,165.2,-1.4,-0.85,30.65,"Not Sig",0.02,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 18",23.5,2016-08-24,222.8,222.8,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,0.91,0.83,0.92,1.05,81.91,79.66,82.25,85.27,218.4,4.4,2.01,30.65,"Not Sig",0.23,"Small"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 24",22.2,2016-08-24,230.2,230.2,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,1.2,1.13,1.21,1.39,88.48,87.17,88.75,91.82,224.8,5.4,2.4,30.65,"Not Sig",0.04,"Trivial"
"R","Anthropometry","Body Fat %","Striker","21-24 year old","athlete 8",22,2016-08-26,9,9,NA,NA,NA,NA,31,10.1,3.34,29,10.37,3.25,5,8.33,3.42,29,9.95,3.35,-0.33,-0.42,-0.28,0.2,37.13,33.64,38.82,57.75,7.68,1.32,17.19,30.65,"Not Sig",1.22,"Large"
"R","Anthropometry","Body Fat %","Striker","17-21 year old","athlete 32",18.7,2016-08-26,5.94,5.94,NA,NA,NA,NA,31,10.1,3.34,8,8.27,2.7,5,8.33,3.42,29,9.95,3.35,-1.24,-0.86,-1.2,-0.7,10.67,19.39,11.53,24.19,6.43,-0.49,-7.62,30.65,"Not Sig",0.54,"Small"
"R","Anthropometry","Body Fat %","Center Field","21-24 year old","athlete 7",21.3,2016-08-26,12.64,12.64,NA,NA,NA,NA,31,10.1,3.34,29,10.37,3.25,2,10.37,2.14,29,9.95,3.35,0.76,0.7,0.8,1.06,77.68,75.72,78.93,85.58,11.88,0.76,6.4,30.65,"Not Sig",0.37,"Small"
"R","Anthropometry","Body Weight (lbs)","Center Field","21-24 year old","athlete 7",21.3,2016-08-26,230.8,230.8,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,5,216.62,23.9,37,199.1,25.63,1.22,1.16,1.24,0.59,88.92,87.68,89.19,72.35,231.6,-0.8,-0.35,30.65,"Not Sig",0.06,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Striker","17-21 year old","athlete 32",18.7,2016-08-26,177.2,177.2,NA,NA,NA,NA,39,199.3,25.77,10,182.74,19.89,8,177.1,15.54,37,199.1,25.63,-0.86,-0.28,-0.85,0.01,19.55,39.03,19.64,50.26,182,-4.8,-2.64,30.65,"Not Sig",0.16,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Striker","21-24 year old","athlete 8",22,2016-08-26,189.8,189.8,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,8,177.1,15.54,37,199.1,25.63,-0.37,-0.53,-0.36,0.82,35.61,29.85,35.83,79.31,183.4,6.4,3.49,30.65,"Not Sig",0.43,"Small"
"R","Anthropometry","Body Fat %","Defender","21-24 year old","athlete 9",21.4,2016-10-04,14.74,14.74,NA,NA,NA,NA,31,10.1,3.34,29,10.37,3.25,21,10.08,3.2,29,9.95,3.35,1.39,1.34,1.43,1.46,91.78,91.04,92.39,92.72,12.83,1.91,14.89,30.65,"Not Sig",1.34,"Large"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 9",21.4,2016-10-04,214,214,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,0.57,0.47,0.58,0.64,71.58,67.99,71.95,73.84,209.4,4.6,2.2,30.65,"Not Sig",0.1,"Trivial"
"R","Anthropometry","Body Fat %","Defender","21-24 year old","athlete 11",23,2016-10-12,12.71,12.71,NA,NA,NA,NA,31,10.1,3.34,29,10.37,3.25,21,10.08,3.2,29,9.95,3.35,0.78,0.72,0.83,0.82,78.31,76.39,79.53,79.43,13.81,-1.1,-7.97,30.65,"Not Sig",1.71,"Large"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 11",23,2016-10-12,230.4,230.4,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,1.21,1.14,1.22,1.4,88.63,87.34,88.9,91.96,228.6,1.8,0.79,30.65,"Not Sig",0.11,"Trivial"
"R","Nordic Hamstring Strength","Lateral Assymetry %","Goalkeeper","21-24 year old","athlete 36",23.7,2017-02-16,-14.49,-14.49,NA,NA,NA,NA,36,3.83,13.44,32,2.13,10.37,3,-3.84,14.06,34,4.05,13.8,-1.36,-1.6,-1.34,-0.76,8.64,5.45,8.96,22.43,NA,NA,NA,30.65,NA,NA,NA
"R","Nordic Hamstring Strength","Left Hamstring Strength","Goalkeeper","21-24 year old","athlete 36",23.7,2017-02-16,479,479,NA,NA,NA,NA,36,369.27,93.59,32,385.46,85.34,3,475.44,63.41,34,366.88,94.82,1.17,1.1,1.18,0.06,87.95,86.35,88.15,52.24,NA,NA,NA,30.65,NA,NA,NA
"R","Nordic Hamstring Strength","Right Hamstring Strength","Goalkeeper","21-24 year old","athlete 36",23.7,2017-02-16,409.58,409.58,NA,NA,NA,NA,36,382.72,81.16,32,392.12,79.9,3,454.8,40.57,34,381.11,82.07,0.33,0.22,0.35,-1.11,62.96,58.65,63.57,13.25,NA,NA,NA,30.65,NA,NA,NA
"R","Anthropometry","Body Fat %","Defender","21-24 year old","athlete 9",21.7,2017-02-24,11.59,11.59,NA,NA,NA,NA,31,10.1,3.34,29,10.37,3.25,21,10.08,3.2,29,9.95,3.35,0.45,0.37,0.49,0.47,67.26,64.59,68.8,68.14,14.74,-3.15,-21.37,30.65,"Not Sig",NA,NA
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 9",21.7,2017-02-24,194.7,194.7,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,-0.18,-0.33,-0.17,-0.26,42.91,37.18,43.18,39.73,214,-19.3,-9.02,30.65,"Not Sig",0.63,"Moderate"
"R","Anthropometry","Height (in)","Defender","21-24 year old","athlete 9",21.7,2017-02-24,70.75,70.75,NA,NA,NA,NA,31,72.13,2.47,25,71.99,2.1,20,72.88,2.33,29,72.3,2.45,-0.56,-0.59,-0.63,-0.92,28.81,27.65,26.4,17.95,71,-0.25,-0.35,30.65,"Not Sig",7.7,"XXL"
"R","Nordic Hamstring Strength","Lateral Assymetry %","Defender","21-24 year old","athlete 9",21.7,2017-02-24,-16.8,-16.8,NA,NA,NA,NA,36,3.83,13.44,32,2.13,10.37,22,0.86,8.65,34,4.05,13.8,-1.53,-1.83,-1.51,-2.04,6.24,3.4,6.55,2.05,NA,NA,NA,30.65,NA,NA,NA
"R","Nordic Hamstring Strength","Left Hamstring Strength","Defender","21-24 year old","athlete 9",21.7,2017-02-24,427.17,427.17,NA,NA,NA,NA,36,369.27,93.59,32,385.46,85.34,22,352.14,64.96,34,366.88,94.82,0.62,0.49,0.64,1.16,73.19,68.75,73.76,87.6,NA,NA,NA,30.65,NA,NA,NA
"R","Nordic Hamstring Strength","Right Hamstring Strength","Defender","21-24 year old","athlete 9",21.7,2017-02-24,355.42,355.42,NA,NA,NA,NA,36,382.72,81.16,32,392.12,79.9,22,352.22,57.34,34,381.11,82.07,-0.34,-0.46,-0.31,0.06,36.83,32.3,37.71,52.23,NA,NA,NA,30.65,NA,NA,NA
"R","Anthropometry","Body Fat %","Center Field","21-24 year old","athlete 7",21.8,2017-03-01,9.53,9.53,NA,NA,NA,NA,31,10.1,3.34,29,10.37,3.25,2,10.37,2.14,29,9.95,3.35,-0.17,-0.26,-0.13,-0.39,43.27,39.77,45,34.84,12.64,-3.11,-24.6,30.65,"Not Sig",NA,NA
"R","Anthropometry","Body Fat %","Defender","21-24 year old","athlete 18",24,2017-03-01,12.75,12.75,NA,NA,NA,NA,31,10.1,3.34,29,10.37,3.25,21,10.08,3.2,29,9.95,3.35,0.79,0.73,0.84,0.83,78.66,76.76,79.87,79.79,12.62,0.13,1.03,30.65,"Not Sig",0.97,"Moderate"
"R","Anthropometry","Body Weight (lbs)","Center Field","21-24 year old","athlete 7",21.8,2017-03-01,214.6,214.6,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,5,216.62,23.9,37,199.1,25.63,0.59,0.49,0.6,-0.08,72.37,68.87,72.73,46.63,230.8,-16.2,-7.02,30.65,"Not Sig",0.63,"Moderate"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 18",24,2017-03-01,226,226,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,1.04,0.96,1.05,1.2,84.99,83.18,85.31,88.44,222.8,3.2,1.44,30.65,"Not Sig",0.75,"Moderate"
"R","Anthropometry","Height (in)","Defender","21-24 year old","athlete 18",24,2017-03-01,73.62,73.62,NA,NA,NA,NA,31,72.13,2.47,25,71.99,2.1,20,72.88,2.33,29,72.3,2.45,0.6,0.78,0.54,0.32,72.69,78.16,70.61,62.5,73,0.62,0.86,30.65,"Not Sig",1.04,"Moderate"
"R","Anthropometry","Height (in)","Center Field","21-24 year old","athlete 7",21.8,2017-03-01,71.38,71.38,NA,NA,NA,NA,31,72.13,2.47,25,71.99,2.1,2,69.88,2.12,29,72.3,2.45,-0.31,-0.3,-0.38,0.71,37.97,38.39,35.35,76.02,NA,NA,NA,30.65,NA,NA,NA
"R","Anthropometry","Body Fat %","Defender","17-21 year old","athlete 38",19.5,2017-03-06,5.17,5.17,NA,NA,NA,NA,31,10.1,3.34,8,8.27,2.7,21,10.08,3.2,29,9.95,3.35,-1.48,-1.15,-1.43,-1.53,7.01,12.54,7.65,6.26,6.76,-1.59,-23.52,30.65,"Not Sig",NA,NA
"R","Anthropometry","Body Fat %","Defender","21-24 year old","athlete 11",23.4,2017-03-06,11.23,11.23,NA,NA,NA,NA,31,10.1,3.34,29,10.37,3.25,21,10.08,3.2,29,9.95,3.35,0.34,0.26,0.38,0.36,63.28,60.39,64.9,64.03,12.71,-1.48,-11.64,30.65,"Not Sig",0.03,"Trivial"
"R","Anthropometry","Body Fat %","Defender","21-24 year old","athlete 20",21,2017-03-06,7.93,7.93,NA,NA,NA,NA,31,10.1,3.34,29,10.37,3.25,21,10.08,3.2,29,9.95,3.35,-0.65,-0.75,-0.6,-0.67,25.83,22.62,27.3,25.1,8.74,-0.81,-9.27,30.65,"Not Sig",0.2,"Small"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 20",21,2017-03-06,174.9,174.9,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,-0.95,-1.14,-0.94,-1.18,17.18,12.67,17.25,11.85,169.2,5.7,3.37,30.65,"Not Sig",0.25,"Small"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 11",23.4,2017-03-06,226.9,226.9,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,1.07,1,1.08,1.24,85.79,84.1,86.1,89.24,230.4,-3.5,-1.52,30.65,"Not Sig",0.36,"Small"
"R","Anthropometry","Body Weight (lbs)","Defender","17-21 year old","athlete 38",19.5,2017-03-06,195.4,195.4,NA,NA,NA,NA,39,199.3,25.77,10,182.74,19.89,23,200.29,21.47,37,199.1,25.63,-0.15,0.64,-0.14,-0.23,43.98,73.77,44.26,40.99,203.6,-8.2,-4.03,30.65,"Not Sig",0.18,"Trivial"
"R","Anthropometry","Height (in)","Defender","17-21 year old","athlete 38",19.5,2017-03-06,77.38,77.38,NA,NA,NA,NA,31,72.13,2.47,9,72.61,3.48,20,72.88,2.33,29,72.3,2.45,2.12,1.37,2.07,1.93,98.3,91.44,98.09,97.33,77.62,-0.25,-0.32,30.65,"Not Sig",3.21,"XL"
"R","Anthropometry","Height (in)","Defender","21-24 year old","athlete 20",21,2017-03-06,71.25,71.25,NA,NA,NA,NA,31,72.13,2.47,25,71.99,2.1,20,72.88,2.33,29,72.3,2.45,-0.36,-0.35,-0.43,-0.7,36.06,36.14,33.47,24.12,71.75,-0.5,-0.7,30.65,"Not Sig",0.1,"Trivial"
"R","Anthropometry","Height (in)","Defender","21-24 year old","athlete 11",23.4,2017-03-06,71.25,71.25,NA,NA,NA,NA,31,72.13,2.47,25,71.99,2.1,20,72.88,2.33,29,72.3,2.45,-0.36,-0.35,-0.43,-0.7,36.06,36.14,33.47,24.12,72,-0.75,-1.04,30.65,"Not Sig",0.1,"Trivial"
"R","Nordic Hamstring Strength","Lateral Assymetry %","Defender","21-24 year old","athlete 20",21,2017-03-06,-18.84,-18.84,NA,NA,NA,NA,36,3.83,13.44,32,2.13,10.37,22,0.86,8.65,34,4.05,13.8,-1.69,-2.02,-1.66,-2.28,4.58,2.16,4.86,1.13,NA,NA,NA,30.65,NA,NA,NA
"R","Nordic Hamstring Strength","Lateral Assymetry %","Defender","21-24 year old","athlete 11",23.4,2017-03-06,-3.9,-3.9,NA,NA,NA,NA,36,3.83,13.44,32,2.13,10.37,22,0.86,8.65,34,4.05,13.8,-0.57,-0.58,-0.58,-0.55,28.27,28.05,28.23,29.09,NA,NA,NA,30.65,NA,NA,NA
"R","Nordic Hamstring Strength","Lateral Assymetry %","Defender","17-21 year old","athlete 38",19.5,2017-03-06,-3.97,-3.97,NA,NA,NA,NA,36,3.83,13.44,6,14.13,19.59,22,0.86,8.65,34,4.05,13.8,-0.58,-0.92,-0.58,-0.56,28.09,17.77,28.06,28.82,NA,NA,NA,30.65,NA,NA,NA
"R","Nordic Hamstring Strength","Left Hamstring Strength","Defender","17-21 year old","athlete 38",19.5,2017-03-06,390.58,390.58,NA,NA,NA,NA,36,369.27,93.59,6,307.75,68.89,22,352.14,64.96,34,366.88,94.82,0.23,1.2,0.25,0.59,59.01,88.54,59.87,72.3,NA,NA,NA,30.65,NA,NA,NA
"R","Nordic Hamstring Strength","Left Hamstring Strength","Defender","21-24 year old","athlete 11",23.4,2017-03-06,335.92,335.92,NA,NA,NA,NA,36,369.27,93.59,32,385.46,85.34,22,352.14,64.96,34,366.88,94.82,-0.36,-0.58,-0.33,-0.25,36.08,28.08,37.2,40.14,NA,NA,NA,30.65,NA,NA,NA
"R","Nordic Hamstring Strength","Left Hamstring Strength","Defender","21-24 year old","athlete 20",21,2017-03-06,306.58,306.58,NA,NA,NA,NA,36,369.27,93.59,32,385.46,85.34,22,352.14,64.96,34,366.88,94.82,-0.67,-0.92,-0.64,-0.7,25.15,17.77,26.24,24.16,NA,NA,NA,30.65,NA,NA,NA
"R","Nordic Hamstring Strength","Right Hamstring Strength","Defender","21-24 year old","athlete 11",23.4,2017-03-06,322.83,322.83,NA,NA,NA,NA,36,382.72,81.16,32,392.12,79.9,22,352.22,57.34,34,381.11,82.07,-0.74,-0.87,-0.71,-0.51,23.03,19.29,23.88,30.42,NA,NA,NA,30.65,NA,NA,NA
"R","Nordic Hamstring Strength","Right Hamstring Strength","Defender","17-21 year old","athlete 38",19.5,2017-03-06,375.08,375.08,NA,NA,NA,NA,36,382.72,81.16,6,366.04,69.88,22,352.22,57.34,34,381.11,82.07,-0.09,0.13,-0.07,0.4,46.25,55.15,47.07,65.5,NA,NA,NA,30.65,NA,NA,NA
"R","Nordic Hamstring Strength","Right Hamstring Strength","Defender","21-24 year old","athlete 20",21,2017-03-06,248.83,248.83,NA,NA,NA,NA,36,382.72,81.16,32,392.12,79.9,22,352.22,57.34,34,381.11,82.07,-1.65,-1.79,-1.61,-1.8,4.95,3.64,5.35,3.57,NA,NA,NA,30.65,NA,NA,NA
"R","Max Running Speed","0-10y","Defender","17-21 year old","athlete 1",19.9,2017-03-08,1.67,1.67,0.04,1.57,1.78,"no",35,1.66,0.1,6,1.62,0.07,22,1.67,0.1,33,1.65,0.1,0.18,0.8,0.22,0.06,57.2,78.75,58.65,52.26,NA,NA,NA,30.65,NA,NA,NA
"R","Max Running Speed","0-10y","Defender","21-24 year old","athlete 11",23.4,2017-03-08,1.92,1.92,0.23,1.24,2.61,"no",35,1.66,0.1,31,1.67,0.1,22,1.67,0.1,33,1.65,0.1,2.69,2.64,2.72,2.6,99.64,99.58,99.68,99.53,NA,NA,NA,30.65,NA,NA,NA
"R","Max Running Speed","0-10y","Defender","17-21 year old","athlete 38",19.5,2017-03-08,1.68,1.68,0.11,1.35,2,"no",35,1.66,0.1,6,1.62,0.07,22,1.67,0.1,33,1.65,0.1,0.2,0.82,0.24,0.07,57.86,79.44,59.3,52.94,NA,NA,NA,30.65,NA,NA,NA
"R","Max Running Speed","0-10y","Defender","21-24 year old","athlete 20",21,2017-03-08,1.63,1.63,0.02,1.58,1.68,"no",35,1.66,0.1,31,1.67,0.1,22,1.67,0.1,33,1.65,0.1,-0.25,-0.43,-0.22,-0.38,39.96,33.31,41.43,35.03,NA,NA,NA,30.65,NA,NA,NA
"R","Max Running Speed","0-30y","Defender","21-24 year old","athlete 20",21,2017-03-08,3.84,3.84,0.01,3.8,3.88,"no",35,3.89,0.2,31,3.91,0.19,22,3.91,0.13,33,3.89,0.2,-0.27,-0.38,-0.25,-0.58,39.54,35.3,40.2,28.21,NA,NA,NA,30.65,NA,NA,NA
"R","Max Running Speed","0-30y","Defender","17-21 year old","athlete 38",19.5,2017-03-08,3.92,3.92,0.13,3.55,4.3,"no",35,3.89,0.2,6,3.84,0.14,22,3.91,0.13,33,3.89,0.2,0.16,0.62,0.17,0.09,56.43,73.35,56.64,53.41,NA,NA,NA,30.65,NA,NA,NA
"R","Max Running Speed","0-30y","Defender","17-21 year old","athlete 1",19.9,2017-03-08,3.94,3.94,0.07,3.71,4.16,"no",35,3.89,0.2,6,3.84,0.14,22,3.91,0.13,33,3.89,0.2,0.22,0.71,0.22,0.18,58.71,75.97,58.86,56.98,NA,NA,NA,30.65,NA,NA,NA
"R","Max Running Speed","0-30y","Defender","21-24 year old","athlete 11",23.4,2017-03-08,4.08,4.08,0.13,3.68,4.47,"no",35,3.89,0.2,31,3.91,0.19,22,3.91,0.13,33,3.89,0.2,0.93,0.89,0.92,1.28,82.47,81.25,82.06,90,NA,NA,NA,30.65,NA,NA,NA
"R","Max Running Speed","10-30y","Defender","17-21 year old","athlete 1",19.9,2017-03-08,2.26,2.26,0.04,2.14,2.38,"no",35,2.24,0.13,6,2.22,0.09,22,2.25,0.08,33,2.24,0.14,0.19,0.49,0.17,0.2,57.54,68.7,56.84,57.79,NA,NA,NA,30.65,NA,NA,NA
"R","Max Running Speed","10-30y","Defender","21-24 year old","athlete 20",21,2017-03-08,2.21,2.21,0.01,2.19,2.23,"no",35,2.24,0.13,31,2.24,0.13,22,2.25,0.08,33,2.24,0.14,-0.2,-0.22,-0.21,-0.43,41.9,41.14,41.62,33.34,NA,NA,NA,30.65,NA,NA,NA
"R","Max Running Speed","10-30y","Defender","21-24 year old","athlete 11",23.4,2017-03-08,2.15,2.15,0.1,1.87,2.44,"no",35,2.24,0.13,31,2.24,0.13,22,2.25,0.08,33,2.24,0.14,-0.63,-0.65,-0.62,-1.1,26.58,25.87,26.74,13.58,NA,NA,NA,30.65,NA,NA,NA
"R","Max Running Speed","10-30y","Defender","17-21 year old","athlete 38",19.5,2017-03-08,2.25,2.25,0.02,2.18,2.31,"no",35,2.24,0.13,6,2.22,0.09,22,2.25,0.08,33,2.24,0.14,0.09,0.34,0.08,0.04,53.63,63.43,53.03,51.56,NA,NA,NA,30.65,NA,NA,NA
"R","Anthropometry","Body Fat %","Striker","21-24 year old","athlete 8",22.6,2017-03-10,9.68,9.68,NA,NA,NA,NA,31,10.1,3.34,29,10.37,3.25,5,8.33,3.42,29,9.95,3.35,-0.12,-0.21,-0.08,0.39,45.04,41.56,46.78,65.35,9,0.68,7.56,30.65,"Not Sig",NA,NA
"R","Anthropometry","Body Fat %","Striker","17-21 year old","athlete 32",19.3,2017-03-10,6.49,6.49,NA,NA,NA,NA,31,10.1,3.34,8,8.27,2.7,5,8.33,3.42,29,9.95,3.35,-1.08,-0.66,-1.03,-0.54,14.01,25.47,15.05,29.48,5.94,0.55,9.26,30.65,"Not Sig",0.04,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Striker","17-21 year old","athlete 32",19.3,2017-03-10,179.2,179.2,NA,NA,NA,NA,39,199.3,25.77,10,182.74,19.89,8,177.1,15.54,37,199.1,25.63,-0.78,-0.18,-0.78,0.14,21.76,42.94,21.87,55.37,177.2,2,1.13,30.65,"Not Sig",0.06,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Striker","21-24 year old","athlete 8",22.6,2017-03-10,196.5,196.5,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,8,177.1,15.54,37,199.1,25.63,-0.11,-0.25,-0.1,1.25,45.67,40.02,45.96,89.4,189.8,6.7,3.53,30.65,"Not Sig",0.18,"Trivial"
"R","Anthropometry","Height (in)","Striker","21-24 year old","athlete 8",22.6,2017-03-10,69.75,69.75,NA,NA,NA,NA,31,72.13,2.47,25,71.99,2.1,6,70.42,2.25,29,72.3,2.45,-0.96,-1.07,-1.04,-0.3,16.77,14.23,14.94,38.21,NA,NA,NA,30.65,NA,NA,NA
"R","Anthropometry","Height (in)","Striker","17-21 year old","athlete 32",19.3,2017-03-10,72.25,72.25,NA,NA,NA,NA,31,72.13,2.47,9,72.61,3.48,6,70.42,2.25,29,72.3,2.45,0.05,-0.1,-0.02,0.81,51.9,45.9,49.24,79.13,72.12,0.12,0.17,30.65,"Not Sig",NA,NA
"R","Max Running Speed","0-10y","Center Field","21-24 year old","athlete 7",21.8,2017-03-10,1.61,1.61,0.03,1.52,1.7,"no",35,1.66,0.1,31,1.67,0.1,4,1.53,0.09,33,1.65,0.1,-0.47,-0.66,-0.43,0.9,31.83,25.5,33.21,81.55,NA,NA,NA,30.65,NA,NA,NA
"R","Max Running Speed","0-10y","Striker","21-24 year old","athlete 8",22.6,2017-03-10,1.67,1.67,0.01,1.65,1.7,"no",35,1.66,0.1,31,1.67,0.1,6,1.65,0.06,33,1.65,0.1,0.15,-0.01,0.19,0.3,56.14,49.8,57.6,61.8,NA,NA,NA,30.65,NA,NA,NA
"R","Max Running Speed","0-30y","Striker","21-24 year old","athlete 8",22.6,2017-03-10,3.95,3.95,0.02,3.9,4.01,"no",35,3.89,0.2,31,3.91,0.19,6,3.83,0.16,33,3.89,0.2,0.31,0.23,0.31,0.74,62.12,59.03,62.18,77.15,NA,NA,NA,30.65,NA,NA,NA
"R","Max Running Speed","0-30y","Center Field","21-24 year old","athlete 7",21.8,2017-03-10,3.77,3.77,0.01,3.72,3.81,"no",35,3.89,0.2,31,3.91,0.19,4,3.61,0.18,33,3.89,0.2,-0.63,-0.76,-0.6,0.89,26.58,22.44,27.47,81.29,NA,NA,NA,30.65,NA,NA,NA
"R","Max Running Speed","10-30y","Center Field","21-24 year old","athlete 7",21.8,2017-03-10,2.16,2.16,0.01,2.11,2.2,"no",35,2.24,0.13,31,2.24,0.13,4,2.08,0.09,33,2.24,0.14,-0.58,-0.6,-0.57,0.87,28.21,27.49,28.32,80.77,NA,NA,NA,30.65,NA,NA,NA
"R","Max Running Speed","10-30y","Striker","21-24 year old","athlete 8",22.6,2017-03-10,2.28,2.28,0.02,2.23,2.32,"no",35,2.24,0.13,31,2.24,0.13,6,2.18,0.12,33,2.24,0.14,0.31,0.3,0.29,0.81,62.33,61.7,61.52,79.22,NA,NA,NA,30.65,NA,NA,NA
"R","Nordic Hamstring Strength","Lateral Assymetry %","Striker","21-24 year old","athlete 8",22.6,2017-03-10,13.35,13.35,NA,NA,NA,NA,36,3.83,13.44,32,2.13,10.37,6,13.63,20.44,34,4.05,13.8,0.71,1.08,0.67,-0.01,76.08,86.05,74.97,49.46,NA,NA,NA,30.65,NA,NA,NA
"R","Nordic Hamstring Strength","Lateral Assymetry %","Striker","17-21 year old","athlete 32",19.3,2017-03-10,50.99,50.99,NA,NA,NA,NA,36,3.83,13.44,6,14.13,19.59,6,13.63,20.44,34,4.05,13.8,3.51,1.88,3.4,1.83,99.98,97.01,99.97,96.62,NA,NA,NA,30.65,NA,NA,NA
"R","Nordic Hamstring Strength","Lateral Assymetry %","Center Field","21-24 year old","athlete 7",21.8,2017-03-10,3.97,3.97,NA,NA,NA,NA,36,3.83,13.44,32,2.13,10.37,5,9.7,16.93,34,4.05,13.8,0.01,0.18,-0.01,-0.34,50.43,57.05,49.77,36.76,NA,NA,NA,30.65,NA,NA,NA
"R","Nordic Hamstring Strength","Left Hamstring Strength","Center Field","21-24 year old","athlete 7",21.8,2017-03-10,426.92,426.92,NA,NA,NA,NA,36,369.27,93.59,32,385.46,85.34,5,450.28,157.68,34,366.88,94.82,0.62,0.49,0.63,-0.15,73.11,68.64,73.67,44.11,NA,NA,NA,30.65,NA,NA,NA
"R","Nordic Hamstring Strength","Left Hamstring Strength","Striker","17-21 year old","athlete 32",19.3,2017-03-10,234.25,234.25,NA,NA,NA,NA,36,369.27,93.59,6,307.75,68.89,6,311.47,58.87,34,366.88,94.82,-1.44,-1.07,-1.4,-1.31,7.46,14.3,8.09,9.48,NA,NA,NA,30.65,NA,NA,NA
"R","Nordic Hamstring Strength","Left Hamstring Strength","Striker","21-24 year old","athlete 8",22.6,2017-03-10,346.83,346.83,NA,NA,NA,NA,36,369.27,93.59,32,385.46,85.34,6,311.47,58.87,34,366.88,94.82,-0.24,-0.45,-0.21,0.6,40.53,32.54,41.63,72.59,NA,NA,NA,30.65,NA,NA,NA
"R","Nordic Hamstring Strength","Right Hamstring Strength","Striker","17-21 year old","athlete 32",19.3,2017-03-10,478,478,NA,NA,NA,NA,36,382.72,81.16,6,366.04,69.88,6,370.79,71.79,34,381.11,82.07,1.17,1.6,1.18,1.49,87.98,94.54,88.11,93.23,NA,NA,NA,30.65,NA,NA,NA
